FILE_NAME,DATE_ANNOTATED,MKGROUP,TOTAL_NUM_MK,IDABLE_NUM_MK,MKIDS,TOYS,UNKNOWN_GUESS,COMMENTS
20220419_SD02_4482.JPG,2022-06-27,Instigators,2,2,"[70G, 58K]",,,
20220419_SD02_4483.JPG,2022-06-27,Instigators,2,2,"[70G, 58K]",,,
20220419_SD02_4531.JPG,2022-06-27,Instigators,1,1,[134J],,,
20220419_SD02_4532.JPG,2022-06-27,Instigators,1,1,[134J],,,
20220419_SD02_4535.JPG,2022-06-27,Instigators,2,2,"[59E, 134J]",,,
20220419_SD02_4560.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220419_SD02_4561.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220419_SD02_4562.JPG,2022-06-27,Instigators,1,1,[Unknown1],,J,
20220419_SD02_4603.JPG,2022-06-27,Instigators,1,1,[79G],,,
20220419_SD02_4604.JPG,2022-06-27,Instigators,1,1,[167I],,,
20220419_SD02_4613.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4629.JPG,2022-06-27,Instigators,1,1,[48Z],,,
20220421_SD02_4631.JPG,2022-06-27,Instigators,1,1,[48Z],,,
20220421_SD02_4633.JPG,2022-06-27,Instigators,1,1,[48Z],,,
20220421_SD02_4637.JPG,2022-06-27,Instigators,1,1,[42Z],,,
20220421_SD02_4639.JPG,2022-06-27,Instigators,1,1,[42Z],,,
20220421_SD02_4646.JPG,2022-06-27,Instigators,2,2,"[35Y, 49Y]",,,
20220421_SD02_4649.JPG,2022-06-27,Instigators,2,2,"[35Y, 49Y]",,,
20220421_SD02_4654.JPG,2022-06-27,Instigators,2,2,"[35Y, 49Y]",,,
20220421_SD02_4655.JPG,2022-06-27,Instigators,2,2,"[35Y, 49Y]",,,
20220421_SD02_4656.JPG,2022-06-27,Instigators,2,1,[35Y],,,
20220421_SD02_4659.JPG,2022-06-27,Instigators,2,1,[35Y],,,
20220421_SD02_4673.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4674.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4677.JPG,2022-06-27,Instigators,1,1,[167I],Ziggs,,
20220421_SD02_4679.JPG,2022-06-27,Instigators,1,1,[167I],Ziggs,,
20220421_SD02_4680.JPG,2022-06-27,Instigators,1,1,[167I],Ziggs,,
20220421_SD02_4759.JPG,2022-06-27,Instigators,1,1,[G942],,,
20220421_SD02_4760.JPG,2022-06-27,Instigators,2,2,"[49Y, Unknown1]",,Juvenile,
20220421_SD02_4761.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,J,
20220421_SD02_4762.JPG,2022-06-27,Instigators,2,2,"[59E, Unknown1]",,J,
20220421_SD02_4763.JPG,2022-06-27,Instigators,1,1,[86I],,,
20220421_SD02_4764.JPG,2022-06-27,Instigators,1,1,[86I],,,
